0.000000000000000000e+00, 5.049829749999999728e-02
1.000000000000000021e-02, 1.014948584220108502e-01
2.000000000000000042e-02, 1.529896483527200535e-01
2.999999999999999889e-02, 2.049826325435845642e-01
4.000000000000000083e-02, 2.574737759109244073e-01
5.000000000000000278e-02, 3.104630430360173499e-01
5.999999999999999778e-02, 3.639503981651942000e-01
7.000000000000000666e-02, 4.179358052099353960e-01
8.000000000000000167e-02, 4.724192277469680401e-01
8.999999999999999667e-02, 5.274006290183642642e-01
1.000000000000000056e-01, 5.828799719316400951e-01
1.100000000000000006e-01, 6.388572190598554856e-01
1.199999999999999956e-01, 6.953323326417152339e-01
1.300000000000000044e-01, 7.523052745816705134e-01
1.400000000000000133e-01, 8.097760064500216792e-01
1.499999999999999944e-01, 8.677444894830216304e-01
1.600000000000000033e-01, 9.262106845829802815e-01
1.700000000000000122e-01, 9.851745523183700337e-01
1.799999999999999933e-01, 1.044636052923931580e+00
1.900000000000000022e-01, 1.104595146300781039e+00
2.000000000000000111e-01, 1.165051792016518428e+00
2.099999999999999922e-01, 1.226005949305335907e+00
2.200000000000000011e-01, 1.287457577068127801e+00
2.300000000000000100e-01, 1.349406633872601180e+00
2.399999999999999911e-01, 1.411853077953387103e+00
2.500000000000000000e-01, 1.474796867212153639e+00
2.600000000000000089e-01, 1.538237959217718442e+00
2.700000000000000178e-01, 1.602176311206163328e+00
2.800000000000000266e-01, 1.666611880080949293e+00
2.899999999999999800e-01, 1.731544622413032197e+00
2.999999999999999889e-01, 1.796974494440979786e+00
3.099999999999999978e-01, 1.862901452071089370e+00
3.200000000000000067e-01, 1.929325450877506176e+00
3.300000000000000155e-01, 1.996246446102343253e+00
3.400000000000000244e-01, 2.063664392655801372e+00
3.500000000000000333e-01, 2.131579245116290267e+00
3.599999999999999867e-01, 2.199990957730550978e+00
3.699999999999999956e-01, 2.268899484413778200e+00
3.800000000000000044e-01, 2.338304778749745516e+00
3.900000000000000133e-01, 2.408206793990928407e+00
4.000000000000000222e-01, 2.478605483058630821e+00
4.100000000000000311e-01, 2.549500798543111735e+00
4.199999999999999845e-01, 2.620892692703711724e+00
4.299999999999999933e-01, 2.692781117468981744e+00
4.400000000000000022e-01, 2.765166024436811920e+00
4.500000000000000111e-01, 2.838047364874562106e+00
4.600000000000000200e-01, 2.911425089719192449e+00
4.700000000000000289e-01, 2.985299149577393951e+00
4.799999999999999822e-01, 3.059669494725723027e+00
4.899999999999999911e-01, 3.134536075110733400e+00
5.000000000000000000e-01, 3.209898840349111104e+00
5.100000000000000089e-01, 3.285757739727809046e+00
5.200000000000000178e-01, 3.362112722204183779e+00
5.300000000000000266e-01, 3.438963736406131844e+00
5.400000000000000355e-01, 3.516310730632228321e+00
5.500000000000000444e-01, 3.594153652851864500e+00
5.600000000000000533e-01, 3.672492450705387323e+00
5.700000000000000622e-01, 3.751327071504241051e+00
5.799999999999999600e-01, 3.830657462231106702e+00
5.899999999999999689e-01, 3.910483569540045945e+00
5.999999999999999778e-01, 3.990805339756642311e+00
6.099999999999999867e-01, 4.071622718878145974e+00
6.199999999999999956e-01, 4.152935652573618519e+00
6.300000000000000044e-01, 4.234744086184077716e+00
6.400000000000000133e-01, 4.317047964722644515e+00
6.500000000000000222e-01, 4.399847232874690484e+00
6.600000000000000311e-01, 4.483141834997984354e+00
6.700000000000000400e-01, 4.566931715122843016e+00
6.800000000000000488e-01, 4.651216816952279842e+00
6.900000000000000577e-01, 4.735997083862155677e+00
7.000000000000000666e-01, 4.821272458901331603e+00
7.099999999999999645e-01, 4.907042884791819048e+00
7.199999999999999734e-01, 4.993308303928934322e+00
7.299999999999999822e-01, 5.080068658381451385e+00
7.399999999999999911e-01, 5.167323889891759947e+00
7.500000000000000000e-01, 5.255073939876017342e+00
7.600000000000000089e-01, 5.343318749424307512e+00
7.700000000000000178e-01, 5.432058259300796443e+00
7.800000000000000266e-01, 5.521292409943892920e+00
7.900000000000000355e-01, 5.611021141466405737e+00
8.000000000000000444e-01, 5.701244393655705345e+00
8.100000000000000533e-01, 5.791962105973881947e+00
8.200000000000000622e-01, 5.883174217557909813e+00
8.300000000000000711e-01, 5.974880667219808039e+00
8.399999999999999689e-01, 6.067081393446805748e+00
8.499999999999999778e-01, 6.159776334401503739e+00
8.599999999999999867e-01, 6.252965427922040575e+00
8.699999999999999956e-01, 6.346648611522260452e+00
8.800000000000000044e-01, 6.440825822391875732e+00
8.900000000000000133e-01, 6.535496997396638363e+00
9.000000000000000222e-01, 6.630662073078505969e+00
9.100000000000000311e-01, 6.726320985655812379e+00
9.200000000000000400e-01, 6.822473671023435493e+00
9.300000000000000488e-01, 6.919120064752969590e+00
9.400000000000000577e-01, 7.016260102092897633e+00
9.500000000000000666e-01, 7.113893717968762687e+00
9.599999999999999645e-01, 7.212020846983342004e+00
9.699999999999999734e-01, 7.310641423416820217e+00
9.799999999999999822e-01, 7.409755381226964310e+00
9.899999999999999911e-01, 7.509362654049299479e+00
1.000000000000000000e+00, 7.609463175197287654e+00
1.010000000000000009e+00, 7.710056877662502473e+00
1.020000000000000018e+00, 7.811143694114808689e+00
1.030000000000000027e+00, 7.912723556902541588e+00
1.040000000000000036e+00, 8.014796398052684623e+00
1.050000000000000044e+00, 8.117362149271054150e+00
1.060000000000000053e+00, 8.220420741942476184e+00
1.070000000000000062e+00, 8.323972107130972020e+00
1.080000000000000071e+00, 8.428016175579941205e+00
1.090000000000000080e+00, 8.532552877712346273e+00
1.100000000000000089e+00, 8.637582143630892162e+00
1.110000000000000098e+00, 8.743103903118219833e+00
1.120000000000000107e+00, 8.849118085637085684e+00
1.130000000000000115e+00, 8.955624620330553398e+00
1.140000000000000124e+00, 9.062623436022180456e+00
1.150000000000000133e+00, 9.170114461216206436e+00
1.159999999999999920e+00, 9.278097624097743079e+00
1.169999999999999929e+00, 9.386572852532964362e+00
1.179999999999999938e+00, 9.495540074069300118e+00
1.189999999999999947e+00, 9.604999215935622559e+00
1.199999999999999956e+00, 9.714950205042446996e+00
1.209999999999999964e+00, 9.825392967982118364e+00
1.219999999999999973e+00, 9.936327431029008395e+00
1.229999999999999982e+00, 1.004775352013971279e+01
1.239999999999999991e+00, 1.015967116095324663e+01
1.250000000000000000e+00, 1.027208027879123620e+01
1.260000000000000009e+00, 1.038498079865812507e+01
1.270000000000000018e+00, 1.049837264524136415e+01
1.280000000000000027e+00, 1.061225574291161955e+01
1.290000000000000036e+00, 1.072663001572296437e+01
1.300000000000000044e+00, 1.084149538741308305e+01
